orf_length_med	shannon_slope	at_skew	gc_skew	max_direction
130.5	0	1.0131646586579215	0.9688326949885842	14
109.5	0	0.20192192089720504	0.9948499294968695	14
109.5	0	0.23614616747424744	1.0009051801272828	13
109.5	0	0.20232857095907134	1.0301423472663624	13
109.5	0	0.12010771089063134	1.0169981474146048	14
130.5	0	0.10548602356987677	0.9976796302790395	15
130.5	0	1.6373091579639807	0.9694576882909246	16
153.0	0	0.5015208709171528	1.006746667095035	17
153.0	0	1.1146127554574694	0.9892978042899329	18
163.5	0	0.24108452007320585	1.0135215624110374	19
202.5	0	0.15636525260965578	1.046367734103727	20
241.5	0	0.2911057306159006	1.0980769283555183	21
241.5	0	0.307464460983914	1.1791240561572576	22
241.5	0	0.5054635170454737	1.2295238903366137	23
241.5	0	0.02288933264759382	1.3010565494795034	24
241.5	0	0.27904049054396757	1.3661729794704647	25
241.5	0	0.5753217509769893	1.2986281862984255	26
241.5	0	0.9919418979516251	1.2092397615550812	27
253.5	0	1.4729790010188313	1.2335457079349208	28
253.5	0	1.168468151007659	1.2607242593013825	28
241.5	0	0.38304273750674583	1.3000718615852496	27
202.5	0	0.8137525837375302	1.2869035231875245	27
202.5	0	1.349945697490363	1.3076413346293707	27
190.5	0	1.7882088575978041	1.3424329938578108	27
190.5	0	1.5310538301114223	1.3613902490331258	27
222.0	0	1.051102818965071	1.332614357024968	27
222.0	0	0.8592624792776404	1.2353208111603713	27
222.0	0	1.3995858600556108	1.1818512623199344	27
190.5	0	2.1794746382305528	1.1840772353588533	27
190.5	0	0.15551013824103427	1.2440096189966525	27
190.5	0	0.7905019615126937	1.2827006694254703	27
190.5	0	0.14277950759779073	1.2160121356757612	27
190.5	0	1.4172069866167982	1.140461041075606	27
222.0	0	1.953937680961827	1.1642675684512822	27
222.0	0	1.947883484889642	1.1820977623659525	27
222.0	0	2.7563542320032406	1.1417819037562553	27
222.0	0	2.1588230579767447	1.1497414251797622	27
222.0	0	2.8675243660162897	1.2545977922739555	26
190.5	0	3.2702676881064257	1.1822863124009466	25
190.5	0	3.184683980960794	1.1082044358146255	24
159.0	0	3.610561761491248	1.0616045343481852	23
222.0	0	3.435676407759494	1.0761274188608405	22
241.5	0	3.197572517239411	1.063721720271987	21
241.5	0	2.4623179786945393	1.0785966797204922	20
222.0	0	2.7164260425186377	1.036872404442701	19
151.5	0	3.220330888192899	1.0238449392978297	18
90.0	0	1.1751654286860485	1.0413215271679033	17
85.5	0	2.470284403064042	1.0358119842427456	16
85.5	0	2.6145808098610783	1.0104444236666474	15
72.0	0	3.930038226582006	0.9561346278404672	14
64.5	0	4.146499319004929	0.9419456006773987	13
46.5	0	4.2895591092680965	0.9279708606547709	12
27.0	0	4.363096737977037	0.858817672455932	11
46.5	0	4.0950815889634935	0.769140378513905	10
27.0	0	3.5314983744457655	0.7346164411490229	9
19.5	0	4.0043378854194405	0.6799607632204512	9
-10.5	0	5.122910465326427	0.6894931095253138	10
19.5	0	5.060958717204127	0.7340402629330623	11
-10.5	0	4.624890587217172	0.7215197454171877	12
-10.5	0	4.063803486616659	0.6296752643595267	13
-10.5	0	3.2815108240527775	0.571809835690087	14
19.5	0	3.956402130605031	0.580245582158816	15
27.0	0	3.593102002309555	0.5580892940035094	16
19.5	0	5.205340106641983	0.556642500684017	17
-10.5	0	5.474096112811996	0.5410417597317707	18
-39.0	0	4.872565767924644	0.5227773447628894	19
-10.5	0	4.835436553704417	0.569307556916731	19
-10.5	0	4.615873805544977	0.6108580753729834	19
19.5	0	5.280010747647384	0.5951892653638554	19
-9.0	0	5.949596469603647	0.5663838615745062	19
-9.0	0	6.339738758231024	0.5533796787497878	20
25.5	0	4.321533669899799	0.6317374321833089	21
25.5	0	3.516877093657963	0.664118523921855	21
25.5	0	1.733476985430611	0.6777353554675467	21
-9.0	0	1.0581795076568432	0.6918681701628554	21
-37.5	0	1.0677303650034349	0.7803743957678895	21
-37.5	0	0.833472785371858	0.7565648189717286	21
-37.5	0	1.6311974405026155	0.6498773891592105	21
-34.5	0	1.9327822286405845	0.6982009685776238	21
-34.5	0	1.4181836180705156	0.7457906266187702	21
-7.5	0	1.649783419487436	0.8546755949117817	21
-34.5	0	0.786463983742606	0.8309510341844348	21
-37.5	0	1.091469937879765	0.820080292650468	21
-34.5	0	0.7697196135957967	0.7925680325441584	21
-21.0	0	1.0750189173255924	0.7898542267157668	21
-34.5	0	0.9898161164376442	0.758314421685057	21
-34.5	0	1.2120222222457302	0.7299322132884247	21
-21.0	0	2.2897929608848093	0.745936542417945	21
-34.5	0	2.3929219213444655	0.7760400447883865	21
-34.5	0	3.344326969183709	0.8210640717588585	21
-34.5	0	3.1834659238513305	0.7958594667492602	21
-37.5	0	3.3268317562586005	0.8291362071581111	20
-37.5	0	0.7321491513234527	0.9174963605395839	20
-57.0	0	0.8703658771934226	1.0083931538928037	20
-37.5	0	1.1518094637552523	1.0264277539211677	20
-34.5	0	1.632649695141497	1.0444020698056025	20
-34.5	0	1.4062675336253787	1.058527410775529	20
-34.5	0	1.1791061042561708	1.0765483695633624	20
-34.5	0	1.7988944206636357	1.1059720876160068	20
-34.5	0	1.9214324396009372	1.1361985261791563	20
-21.0	0	2.150153599418301	1.1796293783539158	21
-34.5	0	2.368696896849046	1.2118202977551717	22
-34.5	0	1.999291546228865	1.2624370903636524	23
-21.0	0	3.2549547749256496	1.2644538907899874	24
4.5	0	3.5988965916134563	1.2758934358827716	25
4.5	0	3.3710267015282853	1.3246094334838074	26
4.5	0	3.6937874769997383	1.3311543678155453	26
-21.0	0	3.293925233592279	1.3201198618730268	26
-34.5	0	2.6849192150515386	1.4040513614575396	26
-36.0	0	1.8211085782580831	1.416195255765113	26
-42.0	0	0.44668656597059764	1.4183122266946202	26
-60.0	0	1.6225189080176687	1.3950617462693395	26
-60.0	0	1.906988967131772	1.3473607689883904	26
-60.0	0	3.34903759654555	1.3168165705603168	26
-60.0	0	3.1824610832235645	1.2831944399973438	26
-60.0	0	4.786188969761464	1.188003775009398	26
-60.0	0	5.239799211350318	1.2185777475448323	26
-60.0	0	3.7458940011787765	1.2523216176396503	27
-60.0	0	3.9149078480289647	1.2396967707654365	28
-79.5	0	3.679811185498858	1.2767267473576356	28
-79.5	0	4.087255280584195	1.2150962735294997	28
-60.0	0	3.450308119519787	1.2223127005433045	28
-49.5	0	3.4398548286864656	1.234070500035014	28
-64.5	0	3.494490596768161	1.2383521135951934	28
-64.5	0	4.209938823752957	1.285245392474521	28
-76.5	0	3.818151153757972	1.31525710712914	28
-76.5	0	3.1164383047624353	1.3106887880701752	27
-81.0	0	3.156830646773839	1.2825199288930706	26
-81.0	0	3.1753732209652856	1.2712773368730235	25
-76.5	0	2.870260048680618	1.2476918780008368	24
-81.0	0	2.371888275232692	1.1908349783280192	23
-88.5	0	1.9278762287621707	1.2183901398780952	22
-81.0	0	3.789002291814395	1.1874266206385022	21
-85.5	0	5.693001691506058	1.1792943994537561	20
-85.5	0	6.198254352632758	1.145610702463743	19
-102.0	0	6.263537226234024	1.1491237565282764	18
-85.5	0	5.475996105608139	1.1313299410831537	17
-93.0	0	5.430807204023482	1.1007349569306095	16
-93.0	0	6.245584449580129	1.0673589536427814	15
-102.0	0	6.826029481729392	1.0648979753831043	14
-117.0	0	7.453825614679035	1.050774360737863	13
-117.0	0	7.274776812766042	1.0547286264618805	12
-117.0	0	7.173163799552922	1.0484131326174295	11
-124.5	0	8.003214344376934	1.0759992829258918	10
-124.5	0	8.13024502450759	1.0697195008776983	10
-124.5	0	9.09410302158602	1.0456633998857738	10
-153.0	0	9.333814718188181	1.0148087094647331	11
-153.0	0	8.635005772175981	0.9895934615270229	12
-153.0	0	7.983095220039456	0.8935714300217861	13
-153.0	0	8.271035154538751	0.896052516239047	14
-124.5	0	7.576335655688425	0.8920386928965213	14
-153.0	0	7.027042345390989	0.8769927860844967	14
-153.0	0	6.981941139380071	0.8942589159152016	13
-189.0	0	6.991140560864058	0.9535785753464159	12
-189.0	0	7.660045410592585	0.9995620893477741	11
-145.5	0	7.168750501736022	1.0609595557134228	10
-145.5	0	6.818783961465899	1.0728107706337733	10
-154.5	0	9.031246278457736	1.0488761651014036	10
-202.5	0	9.318960183703188	1.0550623400697663	10
-202.5	0	9.69559234887359	0.9344362109660218	10
-208.5	0	10.126318963678088	0.8811624115552624	11
-232.5	0	9.748876766661137	0.8257356200595252	12
-294.0	0	10.278449884621162	0.7785115908229494	13
-334.5	0	10.590427661715635	0.7233331885818659	14
-345.0	0	10.067774462664115	0.6884732004376972	15
-345.0	0	9.745674930066953	0.6656504312721614	16
-345.0	0	10.182889565968543	0.6907465162025899	17
-334.5	0	8.734261391422212	0.6941447361119661	18
-334.5	0	8.464469927674111	0.6577811971404971	19
-345.0	0	9.066484249089422	0.6797460292361951	19
-334.5	0	10.600032668512506	0.7234078119629179	19
-334.5	0	10.717183108454968	0.7260185668251637	19
-334.5	0	11.823769980047182	0.6834279458442418	19
-294.0	0	12.273987389930856	0.6256830146589372	19
-334.5	0	10.69706990781043	0.6096625073486502	19
-334.5	0	9.183041199499566	0.6335660357495292	19
-334.5	0	8.63516313905685	0.6743793899866707	19
-334.5	0	8.4536092580449	0.689243908895834	19
-334.5	0	7.342227134065998	0.6368428791033318	19
-334.5	0	7.265569827761659	0.6747874224931291	19
-346.5	0	6.53447529435522	0.6086990462577464	19
-361.5	0	6.535392939707228	0.5579129827118775	19
-370.5	0	6.158443486593653	0.5438496276434749	19
-370.5	0	5.579027402589251	0.503142837759799	19
-370.5	0	5.401881991005609	0.46346064860742814	19
-361.5	0	5.060968192613945	0.482163546761438	19
-345.0	0	4.021830309046466	0.45135118101861305	19
-172.5	0	4.466666218164823	0.42675248931191856	19
-43.5	0	4.824165553207413	0.42626174380280174	19
6.0	0	5.171347838900028	0.4331655446222326	19
-43.5	0	5.370335759001653	0.4756173730478262	19
-43.5	0	5.419728119049891	0.4026929686766886	19
-88.5	0	5.915643911776117	0.47437908591230593	19
-88.5	0	5.930470819793746	0.39927604235831715	19
-118.5	0	5.776423463295729	0.3780482434714793	19
-118.5	0	6.482800438108349	0.3621007914823599	19
-171.0	0	6.5687192873998965	0.26427651501132593	19
-171.0	0	6.421194217455939	0.1595626158072013	18
-118.5	0	6.676854394775555	0.15032135563402818	17
-118.5	0	5.522961736406513	0.2058381800686879	16
-88.5	0	4.516281510429143	0.2595397194232092	16
-43.5	0	5.0491313502309385	0.2876466506182662	16
4.5	0	5.121339214891849	0.3198315100734356	17
4.5	0	5.076890768155307	0.3457788534570614	18
4.5	0	3.6461277422696456	0.3740770412228279	18
-43.5	0	3.839976629707237	0.37664578114999103	18
-27.0	0	4.123977313017819	0.342214175431607	18
-27.0	0	5.141204624629873	0.32560316055907546	18
-88.5	0	5.47628191333753	0.28854718661200585	18
-88.5	0	4.764878413354304	0.2468338312331099	18
-112.5	0	4.186067289850292	0.31669783631837833	18
-112.5	0	5.012280663335833	0.2696157486331467	18
-129.0	0	4.743715434616606	0.2821816519599907	19
-139.5	0	3.665520627113123	0.27849517248718964	20
-129.0	0	5.230892571308296	0.30720488442975835	20
-139.5	0	8.10732251519692	0.22400844171343506	20
-139.5	0	8.680875167298975	0.21059295274406858	20
-145.5	0	8.631688275897188	0.16832968020827674	20
-145.5	0	9.058495310547178	0.24355537570560026	20
-139.5	0	8.716443093249776	0.22579323174799873	20
-129.0	0	8.444859142301103	0.2972959420412381	20
-118.5	0	8.672756107700035	0.3729212502779746	20
-108.0	0	9.135445639993662	0.4143644105457533	20
-118.5	0	8.764708220141213	0.4560590492448902	20
-129.0	0	9.164995941666563	0.5103292791634032	20
-129.0	0	9.118421681133867	0.5033678856101792	20
-129.0	0	10.451396320883887	0.5313752794965433	20
-136.5	0	10.571157989437383	0.5688728604122989	20
-136.5	0	9.329383945061057	0.6019504852580368	20
-136.5	0	8.639168174093722	0.5771041777971613	20
-129.0	0	8.129882362568239	0.5235910520774713	20
-129.0	0	6.843221892324685	0.6576486160820122	20
-136.5	0	6.720374505858119	0.6205221409163532	20
-129.0	0	6.4710997951709155	0.6372025102479968	19
-118.5	0	6.634492795137004	0.63318717786839	18
-118.5	0	6.060442337165689	0.6619691284763202	17
-118.5	0	5.661467889346571	0.7531456316664991	16
-46.5	0	5.7343607221676285	0.8581284590226668	15
-46.5	0	5.6911239545322285	0.8534593448545573	16
25.5	0	6.226570737699912	0.9036080421604774	17
1.5	0	6.406838159537405	0.9174212341947142	18
-66.0	0	4.489885462890409	0.9420958988289009	18
-118.5	0	5.587168369448326	1.033323602435418	18
-66.0	0	5.238520004539846	1.0454860666948522	18
1.5	0	6.299955672624268	1.036200128513921	18
1.5	0.06604309565028194	5.562705194685196	0.9996769544029466	17
1.5	0.0661262592087725	5.6576598948824195	1.0005260387484127	16
1.5	0.06631966266087583	5.47539262744891	0.9636970493698699	15
25.5	0.06610085584629836	4.926860509095742	1.0469995183694245	14
31.5	0.0659838937926773	2.7232127021277415	1.0913612055892634	13
43.5	0.06585785863846674	2.5465488881223237	1.0238903438745453	14
55.5	0.06573181956339974	1.6137337891301944	1.0021758666211407	14
55.5	0.06566772979166254	0.6647089046479066	0.9554650829904383	14
55.5	0.06560826043296436	0.6191759670303129	0.9739414055457124	14
61.5	0.06556135836777757	0.7850311876815773	0.9785571731372742	14
61.5	0.06551204186405325	1.8020116490146008	1.0327553516496568	14
82.5	0.06545151239951054	3.740987169542915	1.004540374955276	14
108.0	0.06509288125847651	3.708008289102854	1.0421944713732636	14
166.5	0.06502113232408517	3.401109090937569	1.0227633174033806	14
108.0	0.06509201082884258	3.0700225683776114	1.0212324434669566	14
166.5	0.06497583549801474	2.760325099374998	1.024107622635229	14
166.5	0.064944025768945	3.586847665159346	0.9925455054496851	14
114.0	0.06502370828629608	4.0005831474699844	0.9681532762428758	14
114.0	0.06500741563958476	3.934474728736457	0.9524774305428239	14
117.0	0.06496733358869158	4.121222131629435	0.95443042072429	14
117.0	0.0650612056026191	4.330862225502437	0.9945681134554509	15
117.0	0.06509897839144554	6.294802851995703	1.0555589366923288	16
117.0	0.06510595539865068	5.629546099579142	1.0964186488176466	17
114.0	0.06528352116182148	4.78630072569459	1.089270179965312	17
114.0	0.06528036069896953	4.821998548732127	1.0825504993033637	17
114.0	0.06538016343080302	4.46641097483944	1.1208925905439506	17
114.0	0.0653380027658649	3.1041040578303263	1.0285758103091966	17
114.0	0.06536270766929994	3.3853610755727637	1.009621917942425	16
114.0	0.06543939750008793	2.5201058203275024	1.0208074462504426	15
91.5	0.06553996219045403	2.729049838644822	1.0546074774364163	14
91.5	0.06557519368276943	3.671622237340857	1.0433205898776765	13
91.5	0.0655375902498038	3.6465020801754924	0.9820988948331153	13
91.5	0.06553569347430034	3.3727217057790435	0.9785621423094875	13
69.0	0.06563380250442744	4.0418728675588484	1.0193238043456863	13
61.5	0.06566967515907648	5.325444380831658	1.0295165703544988	13
61.5	0.06566384122624044	5.216229194432555	1.0222643302032552	13
69.0	0.06560874120446049	3.7597944925638758	1.0237693436594977	13
91.5	0.06542220561666197	5.227890601548222	0.9665920226321492	13
69.0	0.06553474534539404	5.1117681726524715	0.9877253176528491	13
69.0	0.06562897367694778	3.5203728176568982	0.9377498613012595	13
91.5	0	2.7294957957978765	0.9579365597570322	13
69.0	0	3.0377760954319526	0.9862319605651088	13
69.0	0	3.7369187649721662	1.0288634406634818	13
49.5	0	3.8515221486598588	1.0001195742320763	13
49.5	0	3.472881565100067	0.9826107181918344	13
49.5	0	3.4315584134379997	1.0107718562194272	13
33.0	0	4.611206079208903	1.0332075268598713	13
33.0	0	4.645182287957736	1.1274555156778154	13
52.5	0	4.278459112554107	1.1523511610528976	13
33.0	0	2.030420400020701	1.185349090140306	13
52.5	0	1.6997239563005524	1.1758744316798375	13
33.0	0	0.9607104143428569	1.1690505125567052	13
33.0	0	0.5836182719935216	1.1985916089435027	13
25.5	0	0.9245015525642936	1.2010109277747114	13
25.5	0	0.40472213916567495	1.2094102483062874	13
9.0	0	0.9471853122204229	1.2104408061871896	12
-3.0	0	3.6831598782616903	1.1758242905643363	11
-15.0	0	3.7293048305989083	1.194608411361897	10
-15.0	0	3.2953794501154308	1.1764913954201959	10
-42.0	0	2.2526468426866377	1.1370534830961678	10
-42.0	0	2.8360277141404038	1.1290305090750379	10
-42.0	0	4.558931486242029	1.147942990412628	10
-15.0	0	2.017105167304522	1.1431961559765056	10
-15.0	0	3.3413312016634262	1.1221295561395446	9
-15.0	0	3.6584263726744237	1.080648152454424	9
-15.0	0	3.6016461320202255	1.0825188554487026	9
6.0	0	3.7298851025226454	1.1255015839991802	9
25.5	0	2.1495238614660153	1.113895544355922	9
52.5	0	0.13340711850821838	1.1204386224689546	9
54.0	0	0.22614797592293115	1.1034166061176267	10
25.5	0	0.204548782080457	1.076179791314639	10
54.0	0	0.30400173761601174	1.119212970654543	10
54.0	0	1.2373043099399577	1.1216127005249457	10
54.0	0	1.2373043099399446	1.1166942149906	10
108.0	0	0.1471534042800689	1.0803491079965049	10
139.5	0	0.6479229396526841	1.1064062286918306	10
106.5	0	0.16806996966799734	1.0962978920884334	11
63.0	0	0.43200480264621566	1.0660297572386248	11
63.0	0	0.7768298178697202	1.0264986717812594	11
63.0	0	0.6291537071765447	1.1187805638650308	11
63.0	0	0.5620598872253431	1.1389586794623332	11
63.0	0	0.48258888658394394	1.1529691802617696	11
13.5	0	0.47408130152318056	1.1424473779153006	11
63.0	0	0.15484976657562174	1.141367621274741	11
13.5	0	0.00120081489360272	1.187001209729948	12
13.5	0	0.15070652795485875	1.1775228068010737	12
63.0	0	1.7817945995479765	1.1500923126268177	12
70.5	0	2.538514855666574	1.0725387578784864	12
58.5	0	3.8586939783813023	1.0633133295959665	12
70.5	0	3.146672193515282	1.0113372755512484	12
58.5	0	2.141134180571714	1.0371964772513198	12
70.5	0	1.4439314374552907	1.0407564558878966	12
58.5	0	2.297747578815582	1.0487967057206302	12
70.5	0	1.1849578199769657	1.0795530916498244	12
70.5	0	0.09500209224219018	1.0771847307828712	12
70.5	0	0.8925778687917181	1.0509917416058236	12
70.5	0	4.074630773626033	1.0621717063823903	12
76.5	0	4.8924442439981535	1.0228781170155037	12
96.0	0	4.242037982751838	0.9857407057454501	12
126.0	0	4.887878112742982	1.0098928986008426	13
96.0	0	4.815385449980275	0.9210686285322437	14
96.0	0	5.163718135406454	0.8600885291544901	14
96.0	0	2.721837724462118	0.8531989093335199	14
72.0	0	4.101217947457608	0.8613803380416669	14
72.0	0	3.9169495500202034	0.9142162112079908	14
96.0	0	3.661311548116751	0.9117460329359944	14
72.0	0	3.517700392002312	0.9159953886988981	14
72.0	0	0.6974257322117315	0.9341501789621326	15
61.5	0	1.5509747539906802	0.9469841162437089	16
54.0	0	2.071717628617551	0.9436230329633037	17
54.0	0	2.928693450588236	1.0052488328388844	17
54.0	0	3.151431768768399	0.9734346499484263	17
18.0	0	2.671212297872532	0.9698114526751209	17
18.0	0	2.8039542655021577	0.9378864555326282	17
18.0	0	2.08160231471548	0.9601520107402856	17
18.0	0	2.2812084123767065	0.9589079014426954	17
18.0	0	2.04940762180646	0.9929974048413225	17
21.0	0	0.6998900769071248	1.0811000019414605	17
42.0	0	0.14521065595839172	1.0884952436838908	17
42.0	0	0.0033409561005034037	1.0125539483092134	17
6.0	0	0.16168629928822084	1.0063234748337815	17
6.0	0	0.02533137709827969	1.0722328735945579	17
42.0	0	0.5504164907475757	1.0779082622699425	17
6.0	0	0.5704926166710871	1.0274223436708743	17
6.0	0	0.6062504072635085	0.973157319598701	17
-76.5	0	0.6744415211148216	0.9067731595126127	17
-174.0	0	0.7823384201152433	0.9083094898068188	17
-174.0	0	0.35311195721737787	0.9319029637386403	17
-76.5	0	0.38796833110864104	0.9226626870687774	17
-162.0	0	0.09882024337914518	0.9086601287301123	17
-76.5	0	0.2589462157642447	0.8915537623074112	17
-162.0	0	0.5370636039357368	0.9735518758453716	17
-162.0	0	0.4179215832800049	0.9425237973064274	17
-198.0	0	0.601837153633159	0.9178037016302462	16
-214.5	0	0.9696199054699264	0.8633167470233167	16
-198.0	0	1.8825289645168746	0.8727587429615338	16
-198.0	0	4.5699504364364145	0.9157311559968042	16
-219.0	0	5.428045311663513	0.9317739857036749	16
-219.0	0	5.840059251189998	0.9506701295779197	16
-219.0	0	7.88311316212937	0.9653084144530547	16
-199.5	0	7.0283943243655385	1.0326892132122565	17
-187.5	0	6.70999743151045	1.017224642202402	16
-187.5	0	6.010211031595951	0.9909774648281989	15
-162.0	0	5.234562371499139	1.036187221493207	15
-162.0	0	3.5771432756179893	1.0109267863564337	15
-162.0	0	3.7246666738152476	1.0244272167188357	15
-162.0	0	4.30916835530042	1.0006038804561281	15
-162.0	0	3.528545615337758	0.9626947368478592	15
-162.0	0	3.1041355585737067	0.9401599110338015	15
-88.5	0	2.825497657954245	0.9516810237147214	15
-27.0	0	2.761004545551435	0.9116098615492351	15
-27.0	0	1.1469430950761457	0.9791408820933967	15
-112.5	0	2.9811938728250427	0.9723158122563414	15
-112.5	0	1.890542522464174	1.0518949151252248	15
-112.5	0	2.9894143803715156	1.0193933455404567	15
-171.0	0	3.812771775907612	0.981605484166486	15
-105.0	0	2.880244123826568	0.9911236645061021	15
-105.0	0	4.662963230350615	0.9455698342991233	15
-109.5	0	4.9913736841569	0.9703336985805291	15
-109.5	0	4.556551922603383	0.9803301998836635	15
-105.0	0	4.283537033654921	1.0042700196998415	15
-58.5	0	3.646613993884769	0.9581551117342417	15
-58.5	0	4.459595268859464	0.9887067533274857	14
-58.5	0	5.373399103800821	1.1531977735061842	13
-58.5	0	6.191117522791296	1.246550624772695	13
-58.5	0	4.935096079296738	1.2745338883749566	14
-58.5	0	4.624776859254124	1.2516771147832493	14
-58.5	0	5.335067957898763	1.2673545241514301	14
-58.5	0	4.608281498425775	1.269714759430008	14
-58.5	0	4.0779135916028775	1.2801089002775772	14
-58.5	0	3.667881025392859	1.316332081989606	14
-46.5	0	2.9342735268281057	1.2640504222338476	14
-46.5	0	2.392260659667556	1.3019121528197783	14
-28.5	0	3.9341277259561784	1.3208687134465213	13
1.5	0	2.719631775158173	1.3609780734544514	12
1.5	0	2.2937158813725547	1.3812137261690909	13
33.0	0	1.1061299254483596	1.3400907007716452	14
64.5	0	1.026252071542018	1.4067769455108132	15
33.0	0	1.9390335402045584	1.41608483657323	15
64.5	0	2.1821829119999347	1.4251567167634156	15
64.5	0	1.865248668436877	1.4027439647620046	15
64.5	0	1.2266150131287206	1.4109365710984054	15
33.0	0	0.8214905084612287	1.4448792032324793	15
33.0	0	0.04539344032668045	1.4390873601642837	15
1.5	0	0.3562491506665496	1.4566823902226753	15
1.5	0	0.2932674621383307	1.4853073663595395	15
33.0	0	1.3537894177573175	1.5077017709486706	15
33.0	0	1.157972698983549	1.520010996651032	15
33.0	0	2.2241392770058397	1.5051323677138309	15
1.5	0	1.6362228818844375	1.454330576057939	15
1.5	0	1.2952729089493893	1.4706256400124622	15
-18.0	0	1.9514566955471493	1.4850275624309595	15
-18.0	0	2.5553901027594494	1.5497365056147148	15
1.5	0	1.5678484222038012	1.4748077596522395	15
-18.0	0	2.361587396196974	1.450794439305734	15
-18.0	0	2.563030678584731	1.440818086887484	15
1.5	0	2.4652132579897996	1.406992433526675	15
7.5	0	3.4842011522869702	1.398385394558799	15
7.5	0	3.705189261174203	1.4012997662284914	15
7.5	0	3.273138599791279	1.4131424906965258	15
39.0	0.06531705034614067	2.2140335110820453	1.4226638646084107	14
7.5	0.06565364747813889	1.3666436126685348	1.4895259255135636	14
-18.0	0.06637774689510793	1.1883607467636752	1.497372459131449	14
-18.0	0.06639055502333568	0.11464546931920178	1.3294659060551528	14
7.5	0.0663616412241581	0.3437327265073155	1.262672804165075	14
7.5	0.06634834908119952	1.0366884501852232	1.3220342635816242	14
33.0	0.06613953853482914	0.6629464546722602	1.410514589242164	14
7.5	0.06623668561839442	0.9640735510819349	1.4064514201332226	15
-18.0	0.06626002838843366	0.8612462341297145	1.4164019340826013	16
-18.0	0.06626492708206037	0.24698163408145343	1.3859766309119337	16
-27.0	0.06638331186910434	1.077513166348204	1.3359335631815992	16
-42.0	0.06666744943578744	1.770033865408501	1.3582108489548392	16
-42.0	0.0667490880322105	2.5277126685483284	1.3045726871128436	16
-79.5	0.06689836794378368	2.214931104561361	1.2789891014194559	17
-126.0	0.0671216712326504	3.009065945909294	1.3649933538348167	18
-171.0	0.06737053988614249	2.3421368998830117	1.3212694633090507	19
-171.0	0.0674425166074178	5.160175565589851	1.3017031326094752	19
-171.0	0.06746014970620746	5.3359415361082885	1.2158749987484163	19
-241.5	0.06759075173331973	5.935193525475734	1.25843991867295	19
-286.5	0.06776457371535419	6.1555018135063015	1.249313612789897	19
-301.5	0.06790707896029691	6.804804723434304	1.262038339781792	19
